"number","title","state","createdAt","updatedAt","url","milestone","labels","body"
"352","EPIC V05-E02 ÔÇö Funnel Catalog + Plugin Runtime (7 S├ñulen ÔåÆ Funnels ÔåÆ Plugin)","CLOSED","2025-12-30T19:26:19Z","2026-01-01T11:35:35Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/352","","components;epic","**Intent:** S├ñulen als Taxonomie sichtbar; Funnels als Plugins, die ohne Core-├änderungen ausrollbar sind. 

**Sub-Issues:**
- [ ] V05-I02.1 ÔÇö S├ñulen-/Funnel-Katalog: UI + API
- [ ] V05-I02.2 ÔÇö Funnel Plugin Manifest (questionnaire_config + content_manifest + algorithm bundle)
- [ ] V05-I02.3 ÔÇö v0.5 Funnel Set: Aufnahme 2ÔÇô3 zus├ñtzlicher Funnels in den Katalog"
"353","V05-I02.1 ÔÇö S├ñulen-/Funnel-Katalog: UI + API","CLOSED","2025-12-30T19:26:19Z","2025-12-31T16:08:10Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/353","","child-of-epic;components;ui","Du bist mein GitHub Copilot Implementation-Co-Pilot f├╝r RHYTHM ÔÇö Issue 521 (V05-I02.1):
ÔÇ£S├ñulen-/Funnel-Katalog: UI + APIÔÇØ.

Ziel
Implementiere einen sichtbaren, nutzbaren Funnel-Katalog:
- S├ñulen (Pillars) als Taxonomie
- Funnels als Eintr├ñge mit slug, Titel, Kurzbeschreibung, Dauer, Outcomes
- API + UI f├╝r Patient (Browse/Select) und optional Admin/Clinician (Read)
- Multi-Tenant ready (org_id), RLS-konform.

Arbeitsreihenfolge (strikt)
1) DB/Contracts pr├╝fen
- Pr├╝fe, ob Tabellen existieren: pillars (oder pillar enum), funnels_catalog, funnel_versions.
- Pr├╝fe Contract Registry/CONTRACTS.md: canonical slugs, statuses.
- Falls pillars Tabelle fehlt: Migration anlegen:
  - pillars(id, key, title, description, sort_order, created_at)
  - Unique: key
- Funnels:
  - funnels_catalog: (id, org_id nullable oder org-scoped, pillar_id FK, slug unique (pro org), title, description, est_duration_min, outcomes jsonb, is_active, created_at)
  - funnel_versions: referenziert funnels_catalog.id

2) API Routes (server-only)
- Implementiere minimal:
  - GET /api/funnels/catalog
    - returns pillars + funnels (active) mit minimalen Feldern + default_version_id
  - GET /api/funnels/catalog/[slug]
    - returns funnel detail + active/default version summary
- Optional (admin): GET /api/admin/funnels (same data)
- Enforce RLS / auth: Patient darf catalog lesen (ohne PHI), org scoping korrekt.

3) UI (Patient)
- Neue Seite: /patient/funnels (oder bestehendes Muster)
- Anzeige:
  - Pillar Sections (Accordion oder grouped list)
  - Funnel cards (title, description, duration, outcomes tags)
  - CTA: ÔÇ£StartÔÇØ ÔåÆ f├╝hrt in funnel intro (uses slug)
- Loading/empty/error states.

4) Determinism / Idempotency
- Slugs m├╝ssen ├╝ber Registry/Contracts validiert werden.
- Keine hardcoded magic strings im UI/API.
- API Sorting deterministisch: pillars.sort_order, funnels.title oder funnels.sort_order.

5) Evidence
- PR Description: PowerShell Commands:
  - npm ci
  - npm run db:reset
  - npm run db:diff
  - npm run db:typegen
  - npm test
  - npm run build
- Screenshot/UI evidence: Funnel catalog page shows grouped pillars.

Acceptance Criteria
- Katalog ist im UI sichtbar und kommt aus API.
- Funnels sind S├ñulen zugeordnet.
- Slug ist canonical, deterministisch und unique.
- Default/active Version wird angezeigt (mind. id/version).
- Tests mindestens f├╝r API response shape + ordering.

Deliverables
- Migration(en) falls pillars/funnels fields fehlen
- API routes + types
- UI page + basic styling
- Tests
"
"354","V05-I02.2 ÔÇö Funnel Plugin Manifest (questionnaire_config + content_manifest + algorithm bundle)","CLOSED","2025-12-30T19:26:20Z","2026-01-01T10:59:30Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/354","","architecture;child-of-epic;components","Du bist mein GitHub Copilot Implementation-Co-Pilot f├╝r RHYTHM ÔÇö Issue 522 (V05-I02.2):
ÔÇ£Funnel Plugin ManifestÔÇØ.

Ziel
Definiere und implementiere ein versioniertes ÔÇ£Plugin ManifestÔÇØ pro Funnel-Version:
- questionnaire_config (JSONB): Steps/Questions/Logic
- content_manifest (JSONB): Content Pages/Sections/Assets
- algorithm bundle pointer: algorithm_bundle_version (string) + optional config jsonb
- prompt_version (string) f├╝r content/report generation
Alles muss in DB gespeichert und im Code typisiert/validiert sein.

Arbeitsreihenfolge (strikt)
1) Contracts/Types
- Lege TypeScript Schemas an (Zod empfohlen):
  - FunnelQuestionnaireConfigSchema
  - FunnelContentManifestSchema
- Definiere minimale Pflichtfelder:
  Questionnaire:
    - steps[]: { id, title, questions[] }
    - questions[]: { id, type, label, required, options?, validation? }
    - conditionalLogic? (optional)
  Content Manifest:
    - pages[]: { slug, title, sections[] }
    - sections[]: { key, type, contentRef? }
- ÔÇ£No fantasy namesÔÇØ: question types, section types, step types m├╝ssen aus Registry/Contracts kommen.

2) DB Fields
- Pr├╝fe funnel_versions columns:
  - questionnaire_config jsonb NOT NULL default '{}'::jsonb
  - content_manifest jsonb NOT NULL default '{}'::jsonb
  - algorithm_bundle_version text NOT NULL
  - prompt_version text NOT NULL
Falls fehlen: Migration.

3) Load/Resolve Layer
- Implementiere server-only loader:
  - lib/funnels/loadFunnelVersion.ts
    - loads funnel + version by slug (canonical)
    - validates JSON with Zod
    - returns typed manifest
- API endpoint:
  - GET /api/funnels/catalog/[slug]/manifest (or included in detail)
    - returns version_id + typed manifest (or server-only consumption, if you prefer)
  Entscheidung: Prefer server-only consumption to avoid leaking internal config? (Default: API returns minimal to client; full manifest used server-side during flow.)

4) Wiring into Patient Flow
- Ensure patient funnel pages use manifest for:
  - rendering intro/outcomes
  - building questionnaire steps
- Minimal: one funnel (stress) uses the manifest end-to-end.

5) Evidence & Tests
- Unit tests:
  - Zod schemas accept valid manifest and reject invalid (unknown question type)
  - loader normalizes slug and loads correct version
- PR commands (PowerShell): db reset/diff/typegen/test/build.

Acceptance Criteria
- funnel_versions contains versioned plugin manifest (questionnaire_config + content_manifest + algorithm_bundle_version + prompt_version).
- Typed validation exists (Zod).
- One end-to-end usage in patient flow for stress funnel (at least).
- No magic strings for question/section types.

Deliverables
- Migration (if needed)
- Zod schemas + registry integration
- Loader + API minimal
- Tests
- Minimal docs update in docs/canon/CONTRACTS.md for manifest contract
"
"355","V05-I02.3 ÔÇö v0.5 Funnel Set:  Aufnahme 2ÔÇô3 zus├ñtzlicher Funnels in den Katalog","CLOSED","2025-12-30T19:26:20Z","2026-01-01T11:35:17Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/355","","child-of-epic;components","Du bist mein GitHub Copilot Implementation-Co-Pilot f├╝r RHYTHM ÔÇö Issue 523 (V05-I02.3):
ÔÇ£v0.5 Funnel Set: 2ÔÇô3 zus├ñtzliche Funnels in den KatalogÔÇØ.

Ziel
Erweitere den Funnel-Katalog um mindestens 2ÔÇô3 zus├ñtzliche Funnels (zus├ñtzlich zum Stress/Resilienz Funnel), jeweils mit:
- funnels_catalog entry (pillar, slug, title, description, duration, outcomes)
- mind. 1 funnel_version (questionnaire_config stub + content_manifest stub)
- algorithm_bundle_version + prompt_version gesetzt (Stub/Default ok)
Diese Funnels sollen im Patient Catalog sichtbar und startbar sein (mind. bis Intro/Questionnaire stub).

Kandidaten (falls im Repo/Executive Summary vorgesehen)
- 7.1 CV Age
- 4.6 Post-AFib Ablation Optimization
- 7.8 WomenÔÇÖs CV Longevity
Wenn bereits andere priorisierte Funnels existieren, nutze die ÔÇö aber keine Fantasie-Namen: nur aus Exec Summary/Contracts.

Arbeitsreihenfolge (strikt)
1) Slug/Contracts festlegen
- Definiere canonical slugs (kebab-case) und hinterlege sie in Registry/Contracts.
- Ensure legacy alias mapping falls n├Âtig.

2) Seed/Insert Mechanismus
- Implementiere deterministisches Seed:
  - Entweder Migration mit INSERTs (idempotent upsert via ON CONFLICT)
  - oder ein seeds script (db:seed) ÔÇö aber deterministisch und CI-safe.
Bevorzugt: SQL migration mit idempotent inserts:
  - INSERT INTO funnels_catalog ... ON CONFLICT (slug) DO UPDATE ...
  - INSERT INTO funnel_versions ... ON CONFLICT (funnel_id, version) DO UPDATE ...

3) Plugin stubs
- questionnaire_config stub:
  - 3ÔÇô5 steps, wenige questions, placeholder text
- content_manifest stub:
  - intro page + 1ÔÇô2 content pages placeholders
- algorithm_bundle_version/prompt_version:
  - set to ÔÇ£v0.5.0ÔÇØ (oder repo standard) ÔÇö konsistent mit Versioning Contract.

4) UI validation
- Patient funnel catalog zeigt neue Funnels.
- Clicking ÔÇ£StartÔÇØ navigiert zur intro page und l├ñdt manifest ohne Fehler.

5) Tests & Evidence
- Test: GET catalog returns the new slugs.
- Test: loader resolves each new funnel manifest successfully (Zod passes).
- PR commands (PowerShell): db reset/diff/typegen/test/build.

Acceptance Criteria
- 2ÔÇô3 zus├ñtzliche Funnels sind im Katalog sichtbar.
- F├╝r jeden existiert mind. 1 funnel_version mit manifest stubs.
- Slugs sind canonical und in Contracts/Registry dokumentiert.
- Deterministische Seeds/Upserts, keine Duplikate.
- Evidence in PR: API output + UI screenshot.

Deliverables
- Migration/Seed SQL
- Manifest stubs (JSONB)
- Registry/Contracts updates
- Tests
"
"356","EPIC V05-E03 ÔÇö Patient Journey Core (Onboarding ÔåÆ Questionnaire ÔåÆ Save/Resume ÔåÆ Results)","CLOSED","2025-12-30T19:26:29Z","2026-01-03T07:44:09Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/356","","epic;patient;ui","**Intent:** Standardpfad funnel-unabh├ñngig, parametrisiert durch Plugin-Definition.

**Sub-Issues:**
- [ ] V05-I03.1 ÔÇö Onboarding/Consent + Baseline Profile
- [ ] V05-I03.2 ÔÇö Adaptive Questionnaire Engine (40ÔÇô50 Fragen, Conditional Logic)
- [ ] V05-I03.3 ÔÇö Save/Resume + robuste States (loading/error/retry)
- [ ] V05-I03.4 ÔÇö Result Screen:  Report Library + Key Outcomes + initial Tasks"
"357","V05-I03.1 ÔÇö Onboarding/Consent + Baseline Profile","CLOSED","2025-12-30T19:26:30Z","2026-01-01T12:29:58Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/357","","child-of-epic;patient;ui","Issue #357 ÔÇö V05-I03.1 ÔÇö Onboarding/Consent + Baseline Profile
GH Issue Text

Context

Epic: V05-E03 Patient Journey Core (#356)

Ziel: Walking-Skeleton Startpunkt f├╝r Patient Journey: Onboarding ÔåÆ Consent ÔåÆ Baseline Profile als Voraussetzung f├╝r Questionnaire Run.

Problem

Es fehlt ein konsistenter Einstieg, der (a) Consent erfasst und (b) ein minimales Baseline-Profil speichert, bevor ein manifest-driven Questionnaire gestartet wird.

Scope (In)

Onboarding Flow (UI) mit:

Consent Screen(s)

Baseline Profile (minimales Set, nur aus bestehenden Contracts/Schema)

Persistenz serverseitig (RLS-konform)

Wire-up an bestehenden Patient Flow / Routing (keine neue Navigation-Paradigmen erfinden)

Audit Events f├╝r Consent + Profile Update (nur bestehende Audit-Mechanik)

Scope (Out)

Kein Clinician UI

Keine neue Datenmodell-Erfindung ohne DB_SCHEMA_MANIFEST-Migration

Kein ÔÇ£vollst├ñndigesÔÇØ Profil ÔÇô nur baseline minimal

Acceptance Criteria

 Patient kann Onboarding durchlaufen und Consent abgeben; Status wird persistiert (idempotent).

 Patient kann Baseline Profile speichern; Reload zeigt gespeicherte Werte.

 RLS: Patient sieht/├ñndert nur eigene Daten; keine Cross-User Reads.

 UI zeigt klare Validation Errors (client) und serverseitige Errors (ohne sensitive Details).

 Evidence: Commands + kurzer UI-Smoke (Screenshots optional).

Implementation Tasks

 Vorhandene Contracts/Registry/DB_SCHEMA_MANIFEST pr├╝fen: Wo werden Consent/Baseline Profile gespeichert (bestehende Tabellen/Spalten nutzen).

 Falls Felder fehlen: Migration-first (neue Spalten/Constraints nur via Migration + Manifest Update + Tests).

 Server Actions / API Route: Upsert Consent + Upsert Baseline Profile (idempotent).

 UI Pages/Components f├╝r Consent + Baseline Profile (nur registrierte Labels/Keys).

 Tests: Zod/Contracts + Server handler tests (mind. happy path + RLS/unauthorized).

 Audit: Consent/Baseline Update erzeugt Audit Event (├╝ber vorhandenes Audit-System; keine neuen Keys).

Verify (PowerShell)

npm test
npm run build
npm run db:reset
npm run db:diff
npm run db:typegen
# optional (wenn vorhanden): npm run lint


UI Smoke (lokal):

 Patient Flow starten ÔåÆ Onboarding/Consent ÔåÆ Baseline Profile speichern ÔåÆ Reload ÔåÆ Werte vorhanden."
"358","V05-I03.2 ÔÇö Adaptive Questionnaire Engine (40ÔÇô50 Fragen, Conditional Logic)","CLOSED","2025-12-30T19:26:30Z","2026-01-03T05:45:29Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/358","","child-of-epic;components;patient;ui","Du bist mein VS Code GitHub Copilot. Implementiere Issue #358 (V05-I03.2) in minimalem Diff.

Hard Rules:
- Keine Fantasie-Namen: Question Types, Logic Keys, Step IDs ausschlie├ƒlich aus Registry/Contracts/DB_SCHEMA_MANIFEST.
- Conditional Logic NICHT neu erfinden. Implementiere genau das, was die vorhandenen Zod Schemas/Contracts bereits ausdr├╝cken.
- Server-only loader bleibt server-only; kein Import in Client.
- Tests verpflichtend (logic + sequencing).

Ziel:
- Manifest-driven Questionnaire Runner: Step/Question Rendering + Conditional Logic + Validation + Next/Back (ohne Persistenz).
- Robust: Unknown question type => controlled error path.
- Deterministisch: gleiche Antworten => gleiche Step-Sequenz.

Arbeitsauftrag:
1) Finde die bestehenden Manifest/Questionnaire Contracts (Zod) und Registry der Question Types.
2) Implementiere Runner UI + internal state machine (currentStep, answers, visibleSteps).
3) Implementiere Conditional Logic Evaluation + Tests (mind. 5 F├ñlle).
4) Integriere in Patient Flow f├╝r einen vorhandenen Funnel (Pillar 4 Stress).

Done Definition:
- npm test/build/db gates gr├╝n.
- UI Smoke: Stress Funnel Questionnaire durchlaufbar mit Branching.
- Keine neuen Types/DSL.
"
"359","V05-I03.3 ÔÇö Save/Resume + robuste States (loading/error/retry)","CLOSED","2025-12-30T19:26:30Z","2026-01-03T06:26:54Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/359","","child-of-epic;patient;ui","Du bist mein VS Code GitHub Copilot. Implementiere Issue #359 (V05-I03.3) in minimalem Diff.

Hard Rules:
- Keine Fantasie-Namen: Persistenz nutzt ausschlie├ƒlich vorhandene Tabellen/Spalten aus DB_SCHEMA_MANIFEST/Contracts. Wenn etwas fehlt: STOP und lege migration-first (Migration + Manifest + Typegen + Tests) vor.
- Upsert/Idempotenz ist Pflicht (keine Duplikate).
- UI muss robuste loading/error/retry states haben.
- PowerShell Verify.

Ziel:
- Save/Resume f├╝r Questionnaire Runs + robuste States:
  - Save answers deterministisch (upsert)
  - Resume loads last saved state and rehydrates runner
  - UI shows loading/error/retry; retry works

Arbeitsauftrag:
1) Finde bestehende Persistenz-Modelle (assessment/run/answers) im DB schema manifest + code.
2) Implementiere server handlers: saveAnswer(s) + loadRunState (latest for user/funnel/version).
3) Integriere in runner: persist on Next (oder bestehendes Autosave Pattern), resume on entry.
4) Add tests: server save/load + one retry/error scenario.

Done Definition:
- npm test/build/db gates gr├╝n.
- UI Smoke: Answer 5 Qs ÔåÆ reload ÔåÆ resume; error ÔåÆ retry works.
- Keine neuen Entities ohne migration/manifest update.
"
"360","V05-I03.4 ÔÇö Result Screen: Report Library + Key Outcomes + initial Tasks","CLOSED","2025-12-30T19:26:31Z","2026-01-03T07:43:51Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/360","","child-of-epic;patient;ui","Du bist mein VS Code GitHub Copilot. Implementiere Issue #360 (V05-I03.4) in minimalem Diff.

Hard Rules:
- Keine Fantasie-Namen: Reports/Results/Outcomes nur aus DB_SCHEMA_MANIFEST + bestehenden Contracts. Wenn nicht vorhanden: STOP und schlage migration-first oder eine ÔÇ£read-only placeholderÔÇØ UI mit empty state vor (ohne neue Tabellen).
- Version Binding: nutze die bestehenden version fields (algorithm_bundle_version, prompt_version etc.) wie im aktuellen Contract.
- Evidence-first + PowerShell Verify.

Ziel:
- Result Screen im Patient Flow:
  - Report Library (list + open/download per existing pattern)
  - Key Outcomes (summary)
  - Initial Tasks nur wenn manifest/content-getrieben bereits existiert
  - Robust: empty states

Arbeitsauftrag:
1) Finde bestehende Result/Report Speicherung + APIs (oder server queries) im Repo.
2) Implementiere server loader/query: list reports + outcomes summary for current user and current run/funnel/version.
3) Implementiere Results UI + navigation from questionnaire completion.
4) Add tests: server query + UI empty/non-empty rendering.

Done Definition:
- npm test/build/db gates gr├╝n.
- UI Smoke: complete questionnaire ÔåÆ results page with correct states.
- Keine neuen schemas/keys ohne Manifest/Migration.
"
"361","EPIC V05-E04 ÔÇö Document Upload + Extraction + Patient Confirmation (optional)","CLOSED","2025-12-30T19:26:41Z","2026-01-03T15:05:14Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/361","","agent;epic;patient","**Intent:** Upload ÔåÆ (optional OCR) ÔåÆ AI Extraction ÔåÆ Patient best├ñtigt/korrigiert ÔåÆ bessere Genauigkeit.

**Sub-Issues:**
- [ ] V05-I04.1 ÔÇö Document Upload (Storage) + Typisierung + Parsing Status
- [ ] V05-I04.2 ÔÇö AI Extraction Pipeline + Confidence Metadata
- [ ] V05-I04.3 ÔÇö Confirmation UI (Patient best├ñtigt/korrigiert extrahierte Werte)"
"362","V05-I04.1 ÔÇö Document Upload (Storage) + Typisierung + Parsing Status","CLOSED","2025-12-30T19:26:41Z","2026-01-03T11:11:02Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/362","","child-of-epic;components;patient","V05-I04.1 ÔÇö Document Upload (Storage) + Typisierung + Parsing Status (#362)
GH Issue Text

Goal
Patient can upload a document, it is stored securely, recorded in DB with typed metadata, and a deterministic parsing status is tracked end-to-end.

Scope

Upload UI (patient) + API route(s) for upload initiation/completion.

Supabase Storage (private bucket) + DB record for each upload.

Parsing status state machine (e.g. UPLOADED ÔåÆ PARSING ÔåÆ PARSED ÔåÆ FAILED) stored in DB.

No PDF parsing/extraction logic here beyond status + placeholder hook (that is I04.2).

Acceptance Criteria

Patient can upload a PDF (or allowed mime types) and sees an upload success state.

File ends up in private Supabase Storage; no public bucket access; signed URLs only (if needed for preview/download).

DB record exists for each upload with:

user ownership (RLS-safe)

storage path + original filename + mime + size

deterministic parsing_status

Status transitions are deterministic and auditable; failures are recorded without leaking PHI.

No new ÔÇ£fantasyÔÇØ table/enum/keys:

Use only objects from DB_SCHEMA_MANIFEST / existing migrations / registry.

If missing: add migration + update schema manifest + tests (migration-first).

Tests cover: auth gating, RLS scoping, allowed file types, DB record creation, status transitions.

Tasks

Inspect DB_SCHEMA_MANIFEST and current schema to find existing doc tables/status enums.

Implement server-only upload endpoint(s):

validate session (401) and user scope (RLS)

validate mime/size allowlist

create storage object + DB record

Implement status update helper (server-only) with allowed transitions.

Add docs: how to verify locally, PowerShell-only.

Verify (PowerShell)

npm test
npm run build
npm run db:reset
npm run db:diff
npm run db:typegen"
"363","V05-I04.2 ÔÇö AI Extraction Pipeline + Confidence Metadata","CLOSED","2025-12-30T19:26:41Z","2026-01-03T14:24:59Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/363","","agent;child-of-epic","V05-I04.2 ÔÇö AI Extraction Pipeline + Confidence Metadata (#363)
GH Issue Text

Goal
Given an uploaded & parsed document, run an AI extraction pipeline that writes structured extracted values plus per-field confidence metadata, deterministically versioned.

Scope

Pipeline trigger (manual/API) for a given document_id (or canonical doc reference).

Extraction result persisted with:

extractor_version (versioned)

input_hash (deterministic; same input ÔåÆ same output idempotent behavior)

extracted_json (structured)

confidence_json (per-field confidence + evidence pointers that are PHI-safe)

Idempotency: same document + same extractor_version + same input_hash must not create duplicates.

No patient confirmation UI yet (that is I04.3).

Acceptance Criteria

Extraction pipeline can be triggered for a document in PARSED state; other states ÔåÆ 409/422 (deterministic errors).

Writes extraction result + confidence metadata to DB; idempotent upsert by (document_id, extractor_version, input_hash) (or existing canonical constraint).

Extractor is versioned and must be referenced via registry/contracts (no free strings).

PHI-safe logs + audit events: requestId, document_id (UUID), versions, status; no document text in logs.

Tests: invalid states, idempotency, schema validation, auth gating.

Tasks

Locate existing AMY/LLM extraction utilities + contracts (no new DSL).

Define/confirm canonical extraction result schema (Zod + DB).

Implement orchestrator route/action:

fetch parsed payload (existing storage/table)

compute input_hash

run extractor (LLM) with deterministic prompt versioning

persist results idempotently

Add docs + PowerShell verification.

Verify (PowerShell)

npm test
npm run build
npm run db:reset
npm run db:diff
npm run db:typegen"
"364","V05-I04.3 ÔÇö Confirmation UI (Patient best├ñtigt/korrigiert extrahierte Werte)","CLOSED","2025-12-30T19:26:42Z","2026-01-03T15:03:46Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/364","","child-of-epic;patient;ui","V05-I04.3 ÔÇö Confirmation UI (Patient best├ñtigt/korrigiert extrahierte Werte) (#364)
GH Issue Text

Goal
Patient can review extracted values, see confidence, and confirm/correct them. Confirmations are persisted and become the canonical ÔÇ£patient-confirmedÔÇØ dataset for downstream reporting.

Scope

Patient UI page(s) to review extraction results per document.

Confidence-aware UX:

highlight low-confidence fields

allow correction with validation

Persist confirmation:

confirmed_json + per-field status (accepted/edited/rejected)

audit event (PHI-free)

Downstream APIs return confirmed values preferentially (if present), otherwise extracted values (explicitly marked).

Acceptance Criteria

Patient can open a ÔÇ£Review extracted valuesÔÇØ screen for a document with extraction results.

Fields are grouped per existing contracts (no new categories); low-confidence is visually flagged.

Patient actions:

Accept all

Edit individual fields

Mark ÔÇ£not applicable/unknownÔÇØ where supported by contracts

Persisted deterministically and idempotently:

re-opening shows previous confirmations

saving twice doesnÔÇÖt create duplicates

Security:

RLS ensures user can only see/confirm their own documents

server-only save action

Tests: UI integration (basic), server action validation, idempotent persistence, auth gating.

Tasks

Locate extraction result schema from I04.2 and map to confirmation model.

Implement patient route + client component rendering fields based on contracts.

Implement server action/API for saving confirmation with validation.

Add docs + PowerShell verification.

Verify (PowerShell)

npm test
npm run build
npm run db:reset
npm run db:diff
npm run db:typegen"
"365","EPIC V05-E05 ÔÇö Processing Pipeline + Medical QA + PDF + Delivery (funnel-unabh├ñngig)","CLOSED","2025-12-30T19:26:56Z","2026-01-04T20:01:09Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/365","","agent;epic;OPS","**Intent:** Gemeinsamer Workflow:  Scores ÔåÆ Ranking ÔåÆ Report Sections ÔåÆ Safety L1/L2 ÔåÆ Review ÔåÆ PDF ÔåÆ Delivery.

**Sub-Issues:**
- [ ] V05-I05.1 ÔÇö Processing Orchestrator (job/edge function) + Status Tracking
- [ ] V05-I05.2 ÔÇö Risk Calculation Bundle (deterministisch, versioniert, getestet)
- [ ] V05-I05.3 ÔÇö Priority Ranking (Impact x Feasibility) + Top-Interventions
- [ ] V05-I05.4 ÔÇö Content Generation:  modulare Sections + Prompt Versioning
- [ ] V05-I05.5 ÔÇö Medical Validation Layer 1 (rules:  contraindications/plausibility)
- [ ] V05-I05.6 ÔÇö Medical Validation Layer 2 (AI self-check ÔåÆ safety_score)
- [ ] V05-I05.7 ÔÇö Review Queue (alle flagged + Sampling) + Approve/Reject
- [ ] V05-I05.8 ÔÇö PDF Assembly (HTML ÔåÆ PDF) + Signed URLs + Storage
- [ ] V05-I05.9 ÔÇö Delivery: Dashboard + Notification/Email + Follow-up Sequences (MVP)"
"366","V05-I05.1 ÔÇö Processing Orchestrator (job/edge function) + Status Tracking","CLOSED","2025-12-30T19:26:57Z","2026-01-03T17:26:51Z","https://github.com/adaefler-art/rhythmologicum-connect/issues/366","","architecture;child-of-epic;OPS","V05-I05.1 ÔÇö Processing Orchestrator (job/edge function) + Status Tracking

Title
V05-I05.1 ÔÇö Processing Orchestrator (job/edge function) + Status Tracking (funnel-unabh├ñngig, deterministisch, idempotent)

Kontext
Nach I03.x (Assessment/Save/Resume) braucht der Walking Skeleton einen verl├ñsslichen ÔÇ£ProcessingÔÇØ-Pfad: aus einem abgeschlossenen Assessment wird ein verarbeitbarer Job, der deterministisch durch definierte Stages l├ñuft (Risk ÔåÆ Ranking ÔåÆ Content ÔåÆ Validation ÔåÆ Review ÔåÆ PDF ÔåÆ Delivery). Daf├╝r ist ein Orchestrator + Status Tracking notwendig, funnel-unabh├ñngig und evidence-first.

Ziel

Ein Orchestrator, der Processing-Jobs erstellt, ausf├╝hrt (synchron/async je nach bestehender Infrastruktur) und ihren Status nachvollziehbar persistiert.

Ein Statusmodell, das UI/Clinician/Admin sp├ñter auslesen kann (ohne PHI-Leaks).

Scope

Processing Job Contract (versioniert)

Definiere ein versioniertes Schema (z. B. ProcessingJobV1, ProcessingStatusV1) in lib/schemas/... (Zod o. ├ñ.).

Minimale Felder (ohne Fantasie): jobId, assessmentId, createdAt, updatedAt, status, stage, attempt, correlationId, errors[] (redacted).

Keine patient-identifizierenden Daten im Job-Payload, au├ƒer wenn bereits im DB-Schema zwingend vorgesehen (dann redaction/allowlist).

Orchestrator Entry

Implementiere einen Startpunkt (API route / edge function / server action) nur auf Basis vorhandener Architektur im Repo (keine neuen Plattformannahmen).

Starten eines Jobs ist idempotent (gleicher assessmentId + correlationId ÔåÆ kein Duplikat).

Status Tracking

Persistiere Status├ñnderungen (inkl. stage transitions) in DB gem├ñ├ƒ bestehender Migrations-/Schema-Konventionen (DB_SCHEMA_MANIFEST als SOT).

Status ist deterministisch: gleiche Inputs ÔåÆ gleiche Stage-Reihenfolge; Retries sind begrenzt und nachvollziehbar.

Nicht-Ziele

Noch kein kompletter Content/Risk/PDF Output (das kommt in I05.2ÔÇôI05.9).

Keine neue Observability-Plattform; nur das minimale Tracking, das sp├ñter genutzt wird.

Acceptance Criteria

Idempotenz: Starten desselben Jobs (identische Inputs) erzeugt keine Duplikate; es wird derselbe Job referenziert oder sauber abgewiesen (422/409 je nach bestehender Semantik).

Deterministische Stages: Stage-Mapping ist als Enum/Registry definiert; unbekannte Stage ÔåÆ fail-closed.

Status Persistenz: Jobs und Status├ñnderungen sind persistent und querybar (f├╝r sp├ñtere Dashboards).

PHI-frei: Job-Logs/Errors enthalten keine Request-Bodies, keine Freitexteingaben, keine Identifiers au├ƒerhalb allowlist.

Auth/RBAC:

Patient darf nur eigene Jobs triggern/sehen (Ownership .eq(...)).

Clinician/Admin Zugriff nur ├╝ber existierende RBAC-Mechanik.

HTTP Semantik:

Missing assessment/resource ÔåÆ 404

invalid state (z. B. assessment nicht abgeschlossen) ÔåÆ 422

unauth ÔåÆ 401, forbidden ÔåÆ 403

Tests + Build gr├╝n.

Tasks

 Vorhandene Muster finden: Jobs/Queues/Edge Functions/Background Processing im Repo (ohne neue Annahmen).

 ProcessingJob + ProcessingStatus Schema v1 implementieren (versioniert).

 DB: Tabelle(n) / Spalten / Indizes ├╝ber Migration anlegen (Name/Struktur strikt nach DB_SCHEMA_MANIFEST + bestehendem Naming).

 API/Function: startProcessing(assessmentId, correlationId?) implementieren (idempotent).

 Status transitions + retry policy minimal (z. B. attempt++, lastError redacted).

 Tests: idempotency, ownership gating, status transitions, schema validation.

Verify (PowerShell)

npm test
npm run build


Optional (nur falls im Repo vorhanden):

npm run db:access-verify


DoD

Ein Processing Job kann erstellt werden und besitzt persisted Status/Stage.

Idempotenz, Auth/RBAC, PHI-freie Errors, Statuscodes sind getestet."
